name,minplayers,minplaytime,maxplaytime,minage,average,avgweight
Pick-a-Seal,1,10,15,8,6.3985699999999985,1.0
Quoridor Kid,2,10,10,6,6.32339,1.4444
TINYforming Mars,1,30,45,10,7.293989999999999,2.6
Austerity,1,10,20,8,6.77517,2.375
Babylon 5 Wars,2,60,60,10,6.53864,3.6087
Dicht dran,3,20,20,8,6.45063,1.4211
Invasion  America \u2013 Death Throes of the Superpower,2,240,240,12,6.56953,3.2593
Nut,2,15,15,10,6.54322,1.0
Operation Battleaxe   Wavell vs. Rommel,2,120,120,12,7.24245,2.2222
Gangsters,2,120,120,12,6.24379,2.5
Victoria Cross II,2,120,120,12,7.44791,2.0
Battling Tops,2,45,45,6,6.12195,1.2105
Mesozooic,2,20,20,8,6.4621,1.5
Pizza Box Baseball,2,30,30,10,6.2184599999999985,1.8519
Throneworld,2,270,270,0,6.6771,3.55
Nova Aetas,1,45,45,12,7.462389999999999,3.375
Nile,2,30,30,8,6.2472900000000005,1.5385
Apples to Apples Junior!,4,30,30,9,5.8461,1.1525
Hypergrid,2,30,60,7,7.83333,3.4615
Final Touch,2,15,15,8,6.1,1.1111
The Wizard of Oz,2,30,60,6,5.73439,1.2635
Tumble Tree,2,20,20,6,6.10025,1.2308
Blitzkrieg Commander,2,150,150,12,7.35982,2.6364
Nocturion,2,40,70,14,6.932169999999998,2.5
Sheepshead,3,30,30,12,8.15938,3.0
Salamanca,2,80,80,10,6.14446,2.4054
Monster Trick,2,40,40,10,6.51478,2.1818
Flotsam Fight,2,30,30,8,6.55337,1.0
Sky Galleons of Mars,2,120,120,10,6.73827,2.2727
Hoyuk,2,60,60,10,6.155469999999998,2.5385
Minuit,2,60,90,12,7.19333,1.8889
Manoeuvre  Distant Lands,2,60,60,10,8.114289999999999,2.5
Fief 2,3,120,120,10,6.886239999999999,2.9048
Tr\u00f6tofant,2,10,10,5,6.8572,1.0
Battle for Stalingrad,2,60,60,0,6.8468100000000005,1.9333
Treasure,2,15,15,5,6.99188,1.0
Radetzky  Milano 1848,1,30,90,8,7.40143,2.5
Stalingrad '42,1,120,480,12,8.7197,3.4
DC Spyfall,3,40,50,13,6.88116,1.0
The Boldest,2,30,90,10,6.35117,2.1667
Objective  Kiev,2,45,45,12,6.765619999999998,1.8387
The Big Idea,3,25,25,8,6.19667,1.0
Soulfall,2,30,45,0,6.36848,2.2667
Batman  The Animated Series Dice Game,2,10,20,10,6.45043,1.2857
Caesar in Alexandria,2,300,300,14,6.883960000000001,3.0
Lucca Citta  \u05de\u05e9\u05d7\u05e7 \u05d4\u05d0\u05e6\u05d9\u05dc\u05d9\u05dd,3,20,30,10,5.99298,1.7302
Fuentes de Onoro 1811,2,240,240,0,8.04359,2.7
2019  The ARCTIC,2,120,120,12,6.79133,3.5
Abalone Quattro,2,40,40,0,6.83362,2.4444
Triumph & Glory  Battles of the Napoleonic Wars 1796-1809,2,360,360,14,6.72733,2.8462
Vikings,2,240,240,12,7.059660000000001,2.5
The Table Is Lava,2,20,20,10,6.3139400000000006,1.0
Exceed  Street Fighter \u2013 Ryu Box,2,15,25,10,8.33871,2.0
Kodachi,2,45,45,14,7.4625,2.0
Victory in the West  Plan Yellow,2,360,360,14,7.0925,3.619
Executive Decision,2,90,90,12,6.04364,2.3158
Yokohama Duel,2,45,45,12,7.50006,2.75
Wings,1,120,120,0,6.98721,3.2857
Clue (2-6 players),2,40,40,8,5.97238,1.6316
Itchy Feet  the Travel Game,2,8,45,7,7.01675,1.0
Catan Dice Game,1,15,15,7,5.69388,1.2372
Raiatea,3,60,120,12,6.5472800000000015,2.9
Loup Garou,1,30,130,10,6.8372899999999985,1.0
Guardians,2,45,45,12,6.38951,2.6667
\u00a1Adi\u00f3s Calavera!,2,30,30,8,6.97965,2.0
Adventure Time Card Wars  BMO vs. Lady Rainicorn,2,30,30,10,6.2270400000000015,1.75
GYM,2,10,20,10,6.36123,2.5
Leuthen  Frederick's Greatest Victory,1,360,360,16,7.8928600000000015,4.0
Harald,2,30,30,10,6.38143,1.8333
Entropy  Worlds Collide,2,15,40,12,6.5046599999999986,2.3333
Cranium Whoonu,3,30,30,8,5.97693,1.1333
Who? What? Where?,3,30,30,12,6.92598,1.4545
Holdfast  EastFront 1941-45,1,0,0,10,7.854430000000002,2.3333
Mapmaker  The Gerrymandering Game,1,30,45,8,7.41792,1.5
Itchy Monkey,2,15,45,8,7.03073,2.1667
Vlaanderen 1302,2,60,60,8,5.94224,2.3425
Mysteries?,3,45,45,10,6.96033,2.0
Sultan,2,30,45,8,6.09126,1.25
Zargo's Lords,2,120,120,12,6.728960000000002,3.0
Hearts of AttrAction,2,10,10,14,6.33129,1.0
Dig Down Dwarf,2,15,15,8,6.24785,1.44
Arcane Legions,2,60,120,10,6.37222,2.375
Planet of the Apes,1,60,90,14,7.244960000000002,2.4
Figure It,2,20,20,8,6.64902,1.3333
Captain Park's Imaginary Polar Expedition,3,45,45,10,6.0577,1.5472
The Best of Chronology,2,30,30,8,6.73188,1.2308
Stuffed,2,20,30,10,7.01825,1.5
Fairy Land,2,45,45,12,6.56802,2.0625
Crimson Skies,2,10,10,10,6.04025,2.1667
Discovery  The Era of Voyage,2,30,45,8,6.7071,2.5
Shanghai Trader,3,180,300,12,6.51527,2.5882
Pups,2,15,30,8,6.89116,1.6667
Merchants & Marauders  Broadsides,2,45,45,14,6.58367,2.6667
Legendary Creatures,2,60,120,13,7.03667,2.75
Nature Fluxx,2,15,15,8,5.90175,1.25
SiXeS,3,30,45,12,7.22267,1.0
Lawless,2,45,45,10,6.0353900000000005,1.8095
Shikoku,3,30,40,8,6.6252,1.8
Channel A  Alpha Genesis Edition,3,30,30,12,6.78883,1.4286
Scotland Yard Master,2,45,45,10,6.52149,1.7273
Yu-Gi-Oh! Trading Card Game,2,20,20,8,5.94305,2.3218
Hour of Glory  Stronghold Kit,2,60,60,12,7.32435,2.6316
Texas & Pacific,2,60,60,0,6.8874,2.8
Bronze,2,45,90,12,7.0041,2.75
Lungarno,2,45,45,8,6.12483,2.1818
88,0,60,60,12,7.233039999999999,3.3636
Unreal Estate,2,15,20,8,6.17306,1.5
Fantastiqa Rival Realms,1,20,30,10,7.1896,2.1667
Koalition,4,90,90,12,6.43276,2.2941
The Habit of Victory,2,120,3900,0,7.63488,3.4615
EVE  The Second Genesis \u2013 The Great War,2,20,20,12,6.62708,2.7576
Ciao,2,30,30,10,5.97396,1.0789
Prospectus,3,120,180,8,6.9542199999999985,2.5
The Captain Is Dead  Lockdown,1,90,120,12,6.91898,3.0
7 Steps,2,30,30,10,6.2593,1.7333
8 Masters' Revenge,1,15,45,13,6.677010000000001,2.4545
Behind the Throne,2,20,30,8,6.29126,2.0
Lost Legacy  Binbo Tantei to Inbo no Shiro,2,10,10,10,7.21657,1.375
Blood Bowl,2,120,120,12,5.94486,2.6939
MERCS  Recon \u2013 Assassination Protocol,1,90,90,12,6.73716,3.5
Score Four,2,30,30,8,5.95366,1.8696
Dice of Crowns,2,10,20,8,6.426830000000002,1.125
SuperAdaptoid,2,20,20,8,6.87907,2.1333
MotorChamp,2,45,90,8,6.65919,1.9545
Island Fortress,2,90,90,13,6.41439,2.8889
Godtear,2,60,120,14,8.84078,2.7143
Legions of Steel,2,180,180,12,7.076689999999998,2.9333
What's Up,2,10,20,8,5.87896,1.1667
Gnostica,2,60,60,10,7.08938,3.2778
Jungle Rumble,2,30,30,12,6.4821,2.4444
Hispania,4,300,300,0,6.72882,3.0
When Eagles Fight,1,240,240,12,6.637289999999999,2.7812
Poo-Ka-Boo,2,20,20,7,6.27891,1.7143
SUTAKKU,1,15,15,14,6.189,1.0
Monster Fluxx,2,5,20,8,6.08036,1.1667
Zombie Tower 3D,3,45,60,10,6.646489999999999,1.75
The Hobbit  The Desolation of Smaug,1,45,60,15,6.586360000000001,1.8333
It's Mine,2,20,45,12,7.0301800000000005,2.0
Schweinebande,2,30,30,8,6.0206800000000005,1.5926
String Railway  Transport,2,60,60,10,6.8476,1.8333
Caf\u00e9 Fatal,2,30,30,8,6.48385,1.2857
IDF (Israeli Defense Force),2,60,90,12,6.9291,3.7059
Thieves Den,2,30,45,10,7.11153,2.3333
An den Ufern des Nils,2,60,60,12,6.3689,2.3333
Quatre Bras 1815  Last Eagles,2,120,600,14,8.404760000000001,3.4
Doom of the Eldar,2,120,120,12,6.41878,2.4167
Myth  Dark Frontier,2,90,180,10,7.17227,3.5
Zorndorf,1,360,360,12,7.47158,4.0
Armageddon War,1,60,0,12,8.26398,3.1429
Slaughterball,2,60,60,14,7.90735,2.5556
Cronberg,2,20,20,8,5.97785,1.9074
Anima  Twilight of the Gods,2,60,60,12,6.60173,2.0
Time's Up! Kids,2,20,20,4,7.21785,1.0
Graffiti,3,30,30,12,6.43181,1.1538
Milito,2,30,45,14,7.219889999999999,2.0
Conflict of Heroes  Storms of Steel \u2013 Kursk 1943 (Third Edition),2,60,240,12,8.79219,2.5
Black Hills,2,30,60,10,6.876530000000002,1.8333
Operation Jubilee  Dieppe,1,180,240,0,7.258669999999999,2.9167
Vampire,3,30,30,10,5.90555,1.3333
Back to the Future  The Card Game,2,20,20,11,5.82074,1.75
Mudcrack Y,2,20,20,10,7.09657,2.75
Bullfrog Goldfield,2,120,240,16,6.7358600000000015,3.5455
Festo!,2,30,60,8,6.8178600000000005,2.0
Champion Hill,1,240,240,12,7.15177,3.2778
Grifters  Nexus,2,30,30,14,7.0113,2.0
Bluff Jubil\u00e4umsausgabe,2,30,30,10,6.855569999999998,1.0
Ultimate Mastermind,2,10,10,8,5.91274,2.3269
1955  The War of Espionage,2,15,45,13,6.08633,2.1429
Ars Universalis,2,45,45,10,7.1644,2.25
Barons,2,60,60,12,5.95863,2.3333
Dragon Keepers,1,10,40,6,6.8325,1.4286
Fleets  The Pleiad Conflict,2,120,120,12,6.94695,3.2
Endure the Stars,1,30,180,13,6.67489,2.25
Haze Islands,1,20,60,10,7.39198,3.0
Norsaga,2,30,30,8,6.45634,1.8182
Canadian Crucible  Brigade Fortress at Norrey,2,240,720,12,7.77025,4.0
Liberation,2,20,25,13,7.1689,2.5
Santa Cruz 1797,2,40,60,12,7.90688,2.1
Barbaria,2,30,45,12,7.08337,2.2727
TTMC  Tu te mets combien ?,2,42,97,14,7.27923,1.0
Palmyra,1,45,45,10,6.23615,2.2105
Second World War at Sea  SOPAC,2,240,240,12,7.0796600000000005,3.1
Bl\u00f6de Kuh,3,15,25,8,6.5827300000000015,1.25
Gene Pool,2,15,30,10,6.47098,1.5714
Stay Cool,3,10,30,12,7.09202,1.0
War in the Desert,1,180,180,12,7.4395,4.0
Nehemiah,2,45,45,10,6.7492899999999985,2.8
Honor of the Samurai,3,60,60,10,5.9102,2.1839
De Kolonisten van de Lage Landen,3,75,75,10,6.4642800000000005,2.4286
Warlock,3,60,60,12,6.57556,3.3043
tummple!,2,20,20,8,6.47432,1.0
Da Luigi,2,40,40,8,6.38045,1.8462
The Penguin Ultimatum,2,45,45,10,6.21141,1.8333
Retro Loonacy,2,5,10,8,6.4962800000000005,1.0
Shuuro,2,30,30,0,7.5968,3.2632
Sniper! (first edition),2,180,180,12,6.29465,3.3548
BAOR,2,120,120,12,6.81405,3.0385
Panzer Grenadier  Desert Rats,2,30,150,12,6.84939,2.7727
Lost Victory  Manstein At Kharkov,1,120,720,12,7.028969999999998,3.4783
Trial of Strength,2,360,700,15,7.9359,3.7895
Excalibur,2,120,120,14,6.19787,3.0968
Urbino,2,30,45,10,7.961760000000001,2.25
Prague  The Empty Triumph,1,30,30,12,8.570969999999999,3.8571
Devil's Den  Hood's assault at Gettysburg,2,360,360,12,6.66627,3.36
Bonaparte in Italy,2,180,180,16,7.09322,3.1304
The Battle of the Bulge,2,120,120,10,6.10267,2.3276
The Supreme Commander,2,300,300,0,6.61637,3.3448
My First Bohnanza,3,30,30,4,6.65255,1.3333
EVE  Conquests,2,120,120,10,6.28849,3.4186
The Phantom Society,2,20,20,8,5.86726,1.5
The Golden Sails,2,35,35,12,6.859839999999998,1.75
Athens & Sparta,2,180,180,0,6.50873,2.7105
Hexemonia,2,30,45,13,6.43409,2.6667
Mars Attacks  The Dice Game,3,20,20,10,5.9074800000000005,1.2
Orl\u00e9ans Stories,2,60,180,12,6.8258199999999984,3.8
Supernova,3,180,180,8,6.0747800000000005,2.9828
The Lord of the Rings  The Mines of Moria,2,30,30,12,6.8010600000000005,2.75
1829 Mainline,1,240,240,0,6.78383,4.0
Trigger!,3,20,20,8,6.301080000000002,1.0
Boots & Saddles,2,240,240,12,6.71903,3.4828
Storm Over Normandy,2,180,180,0,7.27228,2.1667
MERCS,2,120,120,12,7.4356399999999985,2.75
LIE,2,20,20,12,6.20779,1.5
L'Armee' du Nord  the Belgian Campaign,1,300,300,12,6.81871,2.9231
Fear God and Dread Nought,0,360,360,12,7.37677,4.2609
Meridian,2,30,30,10,6.0107599999999985,2.5429
Anima  Shadow of Omega,2,60,60,10,5.8483800000000015,2.1908
Scarabeo,2,90,90,8,6.27398,2.0526
Cutthroat Kingdoms,3,90,150,14,6.8311899999999985,2.6667
TA\u2010KE,2,30,30,10,6.6715800000000005,2.1667
Rome  Rise to Power,2,60,60,13,6.4248400000000006,2.2222
Relikt,3,40,40,10,5.9910000000000005,1.4255
History Maker Golf,1,15,180,12,8.83971,2.5
Breitenfeld,2,120,120,12,6.47541,2.1212
Carrousel,2,15,15,7,6.28733,1.28
Richard I,3,60,60,12,6.91182,2.6154
Blue Cross,1,240,360,0,7.435389999999999,3.5455
Mint Tin Mini Skulduggery,1,10,25,8,8.01717,1.0
Citadel of Blood,1,120,120,10,6.43319,2.381
Forlorn  Hope,1,40,40,13,6.78372,2.1
Gateway  Uprising,2,45,60,13,6.7431800000000015,3.0
Railroad Dice 2,2,90,90,12,6.3579,2.3889
Martian Chess,2,20,20,8,6.40227,2.5185
oddball \u00c4eronauts,2,15,20,9,5.92687,1.6
Justinian,2,45,45,10,5.89781,2.1667
WarpWar,2,30,30,12,6.30229,2.0
Melee,2,20,20,10,5.875,1.6333
The Curse of the Black Dice,2,20,40,14,6.3116900000000005,1.7222
Witches of the Revolution,1,30,60,13,6.4786199999999985,2.1667
Dixit Jinx,3,15,15,8,5.76196,1.2069
Farmerama,1,60,70,10,6.18813,2.0952
Hop Hop Hurrah !,2,10,15,6,6.53795,1.0417
Dark Cults,2,60,60,10,6.89394,1.5
Schinderhannes,1,45,45,9,6.45948,2.7143
Circus Minimus,2,60,60,12,6.32402,2.1429
Beda Fomm,1,120,120,0,7.254289999999999,2.5455
Abandon Planet,4,40,80,12,6.34701,2.0
Monopoly Gamer  Mario Kart,2,45,60,8,6.42855,1.375
Albion,2,60,60,10,6.0587300000000015,2.5161
Sushi Dice,2,20,20,7,5.83798,1.0968
Iwo Jima  Rage Against the Marines,2,120,120,0,7.00425,2.1905
PanzerBlitz  Hill of Death \u2013 The Battle for Hill 112,2,60,300,12,6.7586,2.8718
Sandwich,3,15,15,6,6.27401,1.0
Ninja All-Stars,2,90,90,13,6.36246,2.6667
Origo,2,60,60,10,6.02945,2.6098
Caesar XL,2,45,45,0,7.02387,2.0455
La Bataille d'Albuera  Espagnol,1,900,1800,12,7.22748,3.7333
Fifth Frontier War,2,240,360,12,6.63218,3.0938
Second World War at Sea  Midway,2,240,240,12,7.1371600000000015,3.1667
N\u0113t\u0101-Tanka,1,90,90,14,7.1003,2.75
No Retreat! Polish & French Fronts,0,180,180,14,7.8456800000000015,3.2857
Covil  The Dark Overlords,1,40,90,12,6.66622,2.9
Trivial Pursuit  Master Edition,2,60,60,16,6.13754,1.3333
Autumn For Barbarossa,2,180,360,0,7.60568,2.1111
Dawn of Mankind,2,45,60,14,7.215319999999998,2.3333
Chai,1,20,60,8,7.365369999999999,1.7647
Oceania,1,10,30,10,5.79599,1.4583
Panzer Grenadier  Cassino '44,2,120,120,0,7.58766,3.3333
Cuatro,2,20,20,8,6.44418,1.4118
Codex  Card-Time Strategy \u2013 Starter Set,2,45,45,13,6.9946100000000015,0.0
Clash of Giants  Civil War,1,180,420,12,7.07568,2.25
Soccer Tactics World,2,90,90,8,6.08598,1.8182
Black Stories Funny Death Edition,2,20,20,12,6.1355900000000005,1.0
Hawken  Real-Time Card Game,2,20,30,15,6.31066,1.4545
Arena  Morituri te salutant,2,30,30,12,7.57557,3.7778
Spartacus  Crisis in the Roman Republic  80-71 B.C.,2,300,300,12,6.64722,3.3333
Lost in R'lyeh,2,45,45,13,6.06784,1.3333
Risorgimento 1859,1,240,240,12,7.03856,3.3103
Art of War  the card game,2,15,15,12,6.77209,2.1818
Battle of Britain,2,120,120,12,6.4486300000000005,2.2778
Lord of the Rings,2,20,20,6,5.95285,1.2388
Hell's Gate,2,90,90,13,6.951789999999999,2.1765
Elevenses for One,1,5,5,10,6.26599,1.2105
Gretchinz!,2,20,20,8,6.39039,2.0
100 Swords  The Blue Mammoth's Dungeon,1,25,25,13,6.6924199999999985,1.3333
That's a Question!,3,30,30,15,5.80097,1.0833
\u842c\u8c93\u7684\u6176\u5178,3,20,40,7,6.76477,1.6667
Advanced European Theater of Operations,2,360,360,15,7.55059,4.75
Fantahzee  Hordes & Heroes,2,30,40,14,6.2503400000000005,2.0
La Bataille de Corunna-Espagnol,2,180,180,12,7.416,3.7222
Ace of Aces  Wingleader,2,20,20,10,6.5643699999999985,1.7778
A.D. 30,1,60,60,13,6.7149,2.0
Start Player  A Kinda Collectible Card Game,2,1,1,6,6.48869,1.0
Atlantic Wall,2,360,360,12,6.8037899999999985,4.08
Globalissimo,2,50,50,12,6.567139999999998,1.4444
Hold the Line  The American Revolution,1,60,120,10,7.79329,2.1429
Dragon Punch,2,5,10,12,6.17406,1.4
Second World War at Sea  Bismarck,2,30,30,12,7.11298,2.8571
Dixie  Gettysburg,2,60,60,12,6.53201,2.1429
Lancashire Railways,3,120,120,12,6.895580000000002,3.1429
Siege of the Citadel,1,30,180,10,8.00263,2.2
Snapshot,2,30,30,8,6.21857,1.25
Warehouse 13  The Board Game,2,120,150,14,7.52385,3.125
Heavy Steam,2,120,120,12,6.9311,3.25
Advanced Song of Blades and Heroes,2,45,120,12,8.4197,2.3333
Samurai Blades,2,240,240,14,6.64605,2.3333
Grasse,2,60,90,14,8.07697,2.5714
Grave Robbers II  Skippy's Revenge,2,30,30,13,6.18848,1.32
Ninjitsu!,2,5,10,8,6.68531,1.5
Flash Point,1,30,30,12,6.99673,2.1667
Cheops,2,45,45,9,6.16947,2.16
I Ain't Been Shot,2,120,120,12,7.75172,2.9412
Voltage,2,15,15,10,6.12461,1.3529
Richelieu,2,60,60,10,6.73204,2.8182
18Ardennes,3,300,300,14,7.616230000000002,3.875
Das Wasser des Lebens,3,60,60,21,7.58493,2.6667
Samsara,1,20,60,12,7.34686,2.25
Dune CCG,2,60,60,0,6.32183,3.4839
Mr Lister's Quiz Shootout,3,15,30,14,6.375780000000002,1.0
Emergence Event,2,120,120,12,6.70786,2.875
Armor,2,60,60,12,7.39301,3.7778
La Bataille d'Espagnol  Talavera,1,300,2400,12,7.0887,3.7273
Harry Potter Hogwarts,2,20,20,8,5.9905300000000015,1.5
Avalam Bitaka,2,30,30,8,6.4104199999999985,1.8947
Munchkin Shakespeare Deluxe,3,60,120,10,7.1638199999999985,2.0
Fanorona,2,20,20,7,6.39266,2.5714
Against the Reich,2,480,1200,12,6.8781300000000005,3.2273
The Sands of Time,2,120,180,12,6.6753399999999985,4.2667
Drachenturm,2,15,15,5,6.5581,1.1667
Hex Hex,3,30,30,12,5.85716,1.2963
Weapons of Mass Destruction,2,30,30,12,6.47513,1.5
Warparty,2,150,150,14,7.39858,2.7619
Tuareg,2,30,30,10,6.421880000000002,1.4
Silver Bullet,2,30,60,8,7.46063,2.0
Times to Remember,2,45,45,10,6.32877,1.1333
Imperialism  Road to Domination,2,90,90,12,6.44561,3.3333
Ubongo Trigo,1,20,20,7,6.5537899999999985,1.5556
Munchkin Gloom,2,60,60,13,6.5063900000000015,1.8333
It's Mine!,3,30,30,7,5.95284,1.0741
South Mountain,1,360,360,12,7.611389999999999,3.7143
Upon a Fable,1,60,60,13,6.25189,2.4286
Red Poppies Campaigns  The Battles for Ypres,2,120,1440,0,7.70587,2.8889
Warmaster Ancients,2,90,90,12,7.16635,2.7059
Monumental,1,90,120,14,8.35494,2.5
Amoeba Wars,2,150,150,12,6.02198,2.1224
Master Merchant,3,15,15,10,6.11158,2.1176
Junta  Las Cartas,3,45,60,12,6.644260000000001,2.1429
Seven Sisters,3,60,60,12,6.767360000000001,2.4118
Quirks,1,45,45,7,6.12932,1.9394
Tiny Park,2,10,10,5,6.46742,1.2857
Savannah,2,240,240,12,6.8204699999999985,2.7778
Coin & Crown,1,45,60,12,6.73385,2.25
Operation Mercury  The Invasion of Crete,2,0,0,0,8.42308,4.0
Ranger,1,60,60,12,6.91119,2.5
D\u00edas de Radio,2,14,20,14,7.34922,1.4286
Filler,1,20,30,8,6.95787,1.0
Borodino  Battle of the Moskova,1,120,120,12,6.7237800000000005,2.9474
Rail Pass,2,5,10,13,6.938389999999999,2.0
Malta Besieged  1940-1942,1,75,75,12,7.529610000000001,2.1429
The Great War in Europe,2,360,360,12,6.775,3.7727
Chicago Poker,2,45,45,10,5.89911,1.7455
The Primary,1,30,60,14,8.010489999999999,2.0
Wilson's Creek  The West's First Fight,2,300,300,12,6.51406,3.3103
Senshi,2,15,20,14,6.64337,1.875
Black Stories 3,2,45,45,14,6.0506199999999986,1.2941
Till Dawn,4,30,30,8,6.30176,1.4545
A Winter War,2,360,360,12,7.18571,3.5238
Erosion,2,30,30,10,6.2255699999999985,2.0385
Mob Ties  The Board Game,3,90,90,13,6.75988,2.875
Mythe,2,20,20,6,5.96387,1.3333
Sherlock Holmes  West End Adventures,1,90,90,0,7.54208,3.1
Chill  Black Morn Manor,2,120,120,12,6.0327,2.0909
Down in Flames  Locked-On,1,15,30,10,7.90833,1.75
Take the Gold,2,5,15,8,6.81338,1.0
Venture Forth,2,60,75,12,6.21099,2.3333
Y\u014dkai,2,15,35,10,7.34506,1.6667
Upwords,2,90,90,8,5.70372,1.6985
Family Plot,2,20,30,11,6.8250899999999985,1.1667
Diavolo,2,15,15,10,6.00826,1.125
1828,3,210,420,16,8.40962,4.1667
Anno Domini  Kirche & Staat,2,30,30,10,6.89204,1.6923
1832  The South,2,270,270,14,7.70435,3.5714
Barbarian,1,180,180,0,6.9866100000000015,2.7647
Leros,2,240,240,15,7.02458,3.8421
Changgi,2,60,60,8,7.1912600000000015,3.4
Imperial Stars II,2,60,60,13,7.286119999999999,2.4167
Red Storm Rising,2,60,60,12,6.24904,2.6078
Mountaineers,1,30,180,13,7.05,2.3333
The Mob,3,60,60,12,6.3920900000000005,1.875
Napoleon's War II  The Gates of Moscow,2,60,60,10,7.4969899999999985,1.6429
God of War  The Card Game,1,90,180,14,6.8909600000000015,2.3333
Boom Town,4,30,30,10,6.56314,1.8333
Almeida et Bussaco 1810,2,120,240,0,7.83333,2.5333
Inside,2,10,10,8,6.47353,1.9231
Coral Sea  Campaign Commander Volume II,2,180,180,10,7.10922,2.4737
Paperclip Railways,2,45,45,10,6.56038,2.5333
Macroscope,2,30,30,6,6.01296,1.0
Feuerdrachen,2,20,20,5,6.30633,1.25
Terrible Monster,2,10,10,10,6.59,1.7143
Split Personality,4,20,20,10,6.28889,1.0714
Circus Train (First Edition),1,55,55,10,6.9715,2.7857
Star Wars  Angriff der Klonkrieger,2,45,45,8,6.37012,2.0526
War of the Ring,2,60,180,10,7.02088,3.2
Lux Aeterna,1,6,12,10,7.1281300000000005,2.1429
Burgen Land,2,30,30,8,6.14312,1.4186
Sukimono,2,30,30,9,6.6831,1.9091
Emperor's Choice,3,90,120,12,7.20758,3.3333
Napoleon at Bay  Defend the Gates of Paris,2,180,180,0,7.68095,3.5882
Luna Llena  Full Moon,2,90,90,14,6.33646,2.75
Magician's Kitchen,2,20,25,5,6.1971,1.125
Sisimizi,2,45,45,10,6.30258,1.9524
Exit  The Game \u2013 The Secret of the Premiere,1,20,45,12,6.656910000000001,1.0
Masmorra de DADOS,2,30,30,14,7.00407,2.3636
Crazy Race,2,30,60,8,6.68198,2.0
Tetrarchia,1,20,40,10,7.4872,2.0
Catalyst,2,20,40,10,6.6,2.0
Trailer Park Wars,2,60,60,13,6.04365,1.6061
Giza  The Great Pyramid,3,90,90,12,6.41559,3.0
Time Masters,2,35,35,13,6.41598,2.6
Moai,2,75,75,12,6.23445,2.75
History of the Roman Empire,2,180,180,12,6.35605,2.5455
Go Stop,2,60,60,8,6.58449,2.1667
Activity 2,3,60,60,12,6.14895,1.85
Hard Vacuum,2,45,45,12,7.312639999999999,2.7143
The Empire Engine,2,30,30,14,5.79456,1.6731
Rivets,2,30,30,10,6.35407,2.0
Brazen Chariots  Battles for Tobruk,1,0,0,0,8.73333,3.5
Approaching Dawn  The Witching Hour,3,120,120,12,7.57027,3.25
The Road to Cheren,2,240,240,0,7.6513300000000015,2.4286
1850,2,300,300,14,7.412660000000002,3.3636
Combat!,1,120,360,14,8.73864,3.2
The Far Seas,2,180,180,12,6.99958,2.4
The Uncanny X-Men Alert Adventure Game,2,60,60,9,6.14181,1.5952
Mixtour,2,45,45,8,7.36235,2.0
Who Would Win,3,15,15,12,6.17274,1.2174
Ab in die Tonne,2,30,30,6,6.14436,1.1304
Cat Caf\u00e9,2,30,30,10,6.7783,1.75
Stawka wi\u0119ksza ni\u017c \u017cycie,1,30,90,0,8.02317,3.8667
Isaribi,3,45,45,10,6.30716,2.375
Lord of the Rings Trivia Game,2,90,90,12,6.06787,2.0952
Paranoia Mandatory Bonus Fun! Card Game,3,60,60,10,5.96949,1.7536
Most Wanted,2,15,35,8,6.78607,1.3333
Heroica  Nathuz,2,15,15,8,6.01376,1.5385
Munchkin Oz  Guest Artist Edition,3,60,120,10,6.44344,1.3333
Barren Victory,2,240,240,0,7.41573,3.2
St. Lo,1,360,360,12,7.233510000000001,3.3571
Murder of Crows,2,20,20,13,6.09047,1.3158
Horus Heresy (1993),2,120,120,12,6.4684300000000015,2.4706
Cranium Cariboo Expanded Edition,2,20,20,4,6.09737,1.0455
Yesss!,2,5,30,8,6.96513,1.0
Stick Stack,2,30,30,8,6.85615,1.0
Hands Up,2,20,20,6,5.96146,1.0833
Race to Adventure  The Spirit of the Century Exploration Game,2,20,20,8,6.19874,1.5
O Vale dos Monstros,2,60,60,14,6.78707,1.9091
Sanzen Sekai  I'd kill all the crows in the world to be with you a little longer,2,15,15,10,6.47026,1.1667
Judge Dredd  Helter Skelter,2,30,60,14,7.663410000000002,2.0
Zephyr  Winds of Change,1,20,270,13,7.03522,2.9167
Yacht Race,2,60,60,12,6.9927899999999985,2.0
Little Big Fish,2,15,20,8,7.008489999999999,1.0
Crooks,2,15,15,10,6.18952,1.4348
Dragon Racer,2,30,120,13,6.61145,2.0
Monikers  Serious Nonsense,4,60,60,18,8.5098,0.0
Fighting Sail  Sea Combat in the Age of Canvas and Shot 1775-1815,2,240,240,12,6.70878,2.7778
Super Big Boggle,1,60,60,8,7.122330000000002,1.5
Napoleon Saga,2,45,90,14,8.11595,3.1667
Pulp Alley,2,0,0,0,8.23508,2.3333
Feudo,2,90,90,12,6.10741,2.8913
Castle Itter,1,45,60,13,7.891139999999999,2.25
Last Battle  Ie Shima,1,120,120,12,7.48218,2.4286
The Siblings Trouble,2,30,30,8,7.19804,2.0
Adventure Island,2,45,90,10,6.27351,2.2857
Lords & Ladies,2,60,60,10,6.51576,1.6154
Tides of Infamy,2,60,60,13,7.066889999999999,2.3
Advanced Tobruk System Basic Game II  Streets of Stalingrad,2,120,120,12,7.088019999999998,3.2381
